,ea_id,com_roadtype,com_vehicles,com_bus,com_urbancenter,com_dailymrkt,com_weeklymrkt,com_postoffice,com_publicphone,com_distprimary,com_classrooms,com_schoolelec,com_medicines,com_clinic,com_distclinic,com_bank
196,20303065,DIRT ROAD (MAINTAINED),YES,Yes,No,No,Yes,No,NO,Under 2 kilometers,Yes,No,Yes,No,0 to 5 kilometes,No
197,20303447,DIRT ROAD (MAINTAINED),NO,No,No,Yes,Yes,No,YES,,Yes,No,Yes,Yes,,No
198,20303654,DIRT ROAD (MAINTAINED),NO,No,No,No,No,No,NO,,Yes,No,Yes,No,6 to 10 kilometers,No
199,20304084,DIRT ROAD (MAINTAINED),YES,No,No,No,No,No,NO,3 to 5 kilometers,Yes,No,Yes,No,0 to 5 kilometes,No
200,20304164,DIRT ROAD (MAINTAINED),YES,No,No,No,No,No,NO,Under 2 kilometers,Yes,No,Yes,No,6 to 10 kilometers,No
201,20304285,DIRT ROAD (MAINTAINED),YES,No,No,No,Yes,Yes,NO,Under 2 kilometers,Yes,No,Yes,Yes,,No
202,20304314,DIRT ROAD (MAINTAINED),NO,No,No,No,No,No,NO,Under 2 kilometers,Yes,No,Yes,No,0 to 5 kilometes,No
203,20304662,DIRT ROAD (MAINTAINED),NO,No,No,No,No,No,NO,3 to 5 kilometers,Yes,No,Yes,No,26 to 30 kilometers,No
204,20304680,TAR/ASPHALT,YES,Yes,No,Yes,Yes,Yes,NO,Under 2 kilometers,No,No,Yes,Yes,,No
205,20305023,DIRT ROAD (MAINTAINED),NO,No,No,No,No,No,NO,Under 2 kilometers,No,No,Yes,No,6 to 10 kilometers,No
206,20305172,DIRT ROAD (MAINTAINED),NO,Yes,No,No,Yes,Yes,NO,Under 2 kilometers,No,No,Yes,No,0 to 5 kilometes,No
207,20305301,TAR/ASPHALT,YES,Yes,No,No,Yes,Yes,NO,,Yes,No,Yes,No,11 to 15 kilometers,No
208,20305340,DIRT ROAD (MAINTAINED),YES,No,No,No,Yes,No,NO,3 to 5 kilometers,Yes,No,Yes,Yes,,No
209,20305382,DIRT ROAD (MAINTAINED),NO,No,No,No,No,No,NO,Under 2 kilometers,Yes,No,Yes,No,0 to 5 kilometes,No
210,20305717,TAR/ASPHALT,YES,Yes,No,No,Yes,No,NO,3 to 5 kilometers,No,No,Yes,No,0 to 5 kilometes,No
211,20306272,DIRT ROAD (MAINTAINED),YES,Yes,No,No,No,Yes,YES,3 to 5 kilometers,Yes,No,Yes,No,6 to 10 kilometers,No
212,20306296,DIRT ROAD (MAINTAINED),YES,No,No,No,Yes,Yes,NO,Under 2 kilometers,No,No,Yes,Yes,,No
213,20306433,DIRT ROAD (MAINTAINED),NO,No,No,No,Yes,Yes,NO,,No,No,Yes,No,6 to 10 kilometers,No
214,20306557,DIRT ROAD (MAINTAINED),NO,No,No,No,Yes,No,NO,Under 2 kilometers,Yes,No,Yes,No,6 to 10 kilometers,No
215,20320675,TAR/ASPHALT,NO,No,No,Yes,No,Yes,YES,Under 2 kilometers,Yes,No,Yes,Yes,,Yes
216,20401171,DIRT TRACK,NO,No,No,No,No,No,NO,Under 2 kilometers,No,No,Yes,No,6 to 10 kilometers,No
217,20401627,DIRT ROAD (MAINTAINED),YES,Yes,No,Yes,No,No,NO,In the community,Yes,No,Yes,No,11 to 15 kilometers,No
218,20401737,DIRT ROAD (MAINTAINED),NO,No,No,No,No,No,NO,,Yes,No,Yes,No,0 to 5 kilometes,No
219,20402045,TAR/ASPHALT,YES,Yes,No,Yes,Yes,No,NO,Under 2 kilometers,No,No,Yes,No,0 to 5 kilometes,Yes
220,20402072,TAR/ASPHALT,YES,Yes,No,Yes,Yes,Yes,YES,In the community,Yes,No,Yes,Yes,,Yes
221,20402198,DIRT ROAD (MAINTAINED),YES,No,No,No,Yes,No,YES,In the community,No,No,Yes,No,6 to 10 kilometers,No
222,20402201,DIRT ROAD (MAINTAINED),YES,No,No,No,No,No,YES,In the community,No,No,Yes,No,0 to 5 kilometes,No
223,20402298,DIRT ROAD (MAINTAINED),YES,Yes,No,Yes,No,Yes,YES,Under 2 kilometers,Yes,No,Yes,Yes,,No
224,20403049,DIRT TRACK,NO,No,No,No,No,No,NO,In the community,No,No,Yes,No,0 to 5 kilometes,No
225,20403668,DIRT TRACK,NO,No,No,No,Yes,No,YES,,Yes,No,Yes,No,0 to 5 kilometes,No
226,20403697,DIRT TRACK,NO,No,No,No,No,No,NO,In the community,Yes,No,No,No,0 to 5 kilometes,No
227,20404032,TAR/ASPHALT,YES,Yes,No,Yes,Yes,No,YES,In the community,No,No,Yes,No,6 to 10 kilometers,No
228,20404509,DIRT ROAD (MAINTAINED),YES,No,No,No,No,No,NO,In the community,No,No,Yes,No,0 to 5 kilometes,No
229,20404575,DIRT ROAD (MAINTAINED),NO,No,No,No,No,No,YES,In the community,No,No,Yes,No,6 to 10 kilometers,No
230,20404660,DIRT ROAD (MAINTAINED),YES,No,No,No,No,No,NO,In the community,Yes,No,Yes,No,11 to 15 kilometers,No
231,20405132,DIRT ROAD (MAINTAINED),YES,Yes,No,Yes,Yes,No,NO,Under 2 kilometers,Yes,No,Yes,Yes,,No
232,20405366,DIRT ROAD (MAINTAINED),NO,No,No,No,No,No,YES,In the community,No,No,Yes,No,6 to 10 kilometers,No
233,20405704,DIRT ROAD (MAINTAINED),NO,No,No,No,No,No,NO,In the community,Yes,No,Yes,No,0 to 5 kilometes,No
234,20406177,DIRT ROAD (MAINTAINED),YES,No,No,Yes,Yes,No,YES,In the community,No,No,Yes,No,0 to 5 kilometes,No
235,20406348,DIRT ROAD (MAINTAINED),YES,No,No,No,No,No,NO,Under 2 kilometers,No,No,Yes,No,0 to 5 kilometes,No
236,20406598,DIRT ROAD (MAINTAINED),YES,No,No,No,No,No,YES,In the community,Yes,No,Yes,No,6 to 10 kilometers,No
237,20407398,DIRT ROAD (MAINTAINED),YES,Yes,No,No,No,No,YES,In the community,No,No,Yes,No,6 to 10 kilometers,No
238,20407481,TAR/ASPHALT,YES,Yes,No,Yes,Yes,Yes,YES,In the community,Yes,No,Yes,Yes,,Yes
239,20421229,TAR/ASPHALT,YES,Yes,No,Yes,No,Yes,YES,In the community,No,Yes,Yes,Yes,,Yes
240,20501111,GRADED GRAVELED,YES,Yes,No,No,No,No,YES,3 to 5 kilometers,No,No,Yes,No,6 to 10 kilometers,No
241,20501330,TAR/ASPHALT,YES,Yes,No,No,No,No,YES,3 to 5 kilometers,Yes,No,Yes,Yes,,Yes
242,20501664,GRADED GRAVELED,NO,No,No,No,No,No,NO,3 to 5 kilometers,No,No,Yes,No,0 to 5 kilometes,No
243,20502159,GRADED GRAVELED,YES,Yes,No,No,No,No,YES,Under 2 kilometers,No,No,Yes,No,0 to 5 kilometes,No
244,20502240,DIRT TRACK,NO,No,No,No,No,No,NO,3 to 5 kilometers,No,No,Yes,No,0 to 5 kilometes,No
245,20502740,DIRT ROAD (MAINTAINED),YES,No,No,No,No,No,NO,Under 2 kilometers,No,No,Yes,No,11 to 15 kilometers,No
246,20502758,GRADED GRAVELED,NO,No,No,No,No,No,NO,Under 2 kilometers,No,No,Yes,No,0 to 5 kilometes,No
247,20503239,TAR/ASPHALT,YES,No,No,Yes,No,No,NO,3 to 5 kilometers,Yes,No,No,No,11 to 15 kilometers,No
248,20503476,GRADED GRAVELED,YES,No,No,Yes,No,No,YES,Under 2 kilometers,No,No,Yes,No,6 to 10 kilometers,No
249,20504373,GRADED GRAVELED,YES,Yes,No,Yes,Yes,No,YES,Under 2 kilometers,Yes,No,Yes,No,11 to 15 kilometers,No
250,20504729,DIRT ROAD (MAINTAINED),YES,No,No,No,No,No,NO,3 to 5 kilometers,No,No,Yes,No,11 to 15 kilometers,No
251,20505317,TAR/ASPHALT,YES,Yes,No,Yes,Yes,Yes,YES,Under 2 kilometers,Yes,No,Yes,Yes,,No
252,20505648,DIRT ROAD (MAINTAINED),YES,Yes,No,Yes,No,No,YES,3 to 5 kilometers,No,No,Yes,No,0 to 5 kilometes,No
253,20506412,GRADED GRAVELED,NO,Yes,No,No,No,No,NO,Under 2 kilometers,Yes,No,Yes,No,0 to 5 kilometes,No
254,20507089,DIRT ROAD (MAINTAINED),YES,No,No,No,No,No,YES,3 to 5 kilometers,No,No,Yes,No,0 to 5 kilometes,No
255,20507371,GRADED GRAVELED,NO,Yes,No,No,Yes,No,NO,5 and above kilometers,No,No,Yes,No,11 to 15 kilometers,No
256,20507422,GRADED GRAVELED,YES,Yes,No,Yes,Yes,No,YES,Under 2 kilometers,Yes,No,Yes,Yes,,No
257,20507459,TAR/ASPHALT,YES,Yes,No,Yes,Yes,No,YES,Under 2 kilometers,No,No,Yes,No,0 to 5 kilometes,No
258,20507571,GRADED GRAVELED,YES,Yes,No,No,Yes,No,YES,Under 2 kilometers,No,No,Yes,Yes,,No
259,20508349,TAR/ASPHALT,YES,Yes,Yes,Yes,Yes,No,YES,Under 2 kilometers,Yes,Yes,Yes,Yes,,No
260,20508547,GRADED GRAVELED,NO,No,No,No,No,No,NO,Under 2 kilometers,No,No,Yes,Yes,,No
261,20510584,DIRT ROAD (MAINTAINED),NO,No,No,No,No,No,NO,5 and above kilometers,Yes,No,Yes,No,6 to 10 kilometers,No
262,20520255,GRADED GRAVELED,YES,Yes,Yes,Yes,No,Yes,YES,Under 2 kilometers,No,Yes,Yes,No,6 to 10 kilometers,Yes
263,20520582,TAR/ASPHALT,YES,Yes,No,No,No,No,YES,Under 2 kilometers,No,No,Yes,No,0 to 5 kilometes,No
264,20601141,DIRT ROAD (MAINTAINED),YES,No,No,No,Yes,No,YES,Under 2 kilometers,Yes,No,Yes,Yes,,No
265,20601626,TAR/ASPHALT,YES,Yes,Yes,Yes,Yes,Yes,YES,Under 2 kilometers,Yes,No,Yes,Yes,,No
266,20601658,DIRT ROAD (MAINTAINED),YES,No,Yes,No,No,No,NO,,Yes,No,Yes,No,6 to 10 kilometers,No
267,20601701,GRADED GRAVELED,YES,No,Yes,No,No,No,NO,Under 2 kilometers,Yes,No,Yes,Yes,,No
268,20602363,TAR/ASPHALT,YES,Yes,Yes,Yes,Yes,Yes,YES,Under 2 kilometers,Yes,No,No,No,0 to 5 kilometes,No
269,20602479,GRADED GRAVELED,YES,No,No,No,No,Yes,NO,Under 2 kilometers,Yes,No,Yes,No,6 to 10 kilometers,No
270,20602607,DIRT TRACK,YES,Yes,Yes,No,No,No,NO,Under 2 kilometers,Yes,No,No,No,0 to 5 kilometes,No
271,20602617,DIRT ROAD (MAINTAINED),YES,No,Yes,No,No,No,NO,Under 2 kilometers,Yes,No,Yes,No,6 to 10 kilometers,No
272,20603090,DIRT ROAD (MAINTAINED),NO,No,Yes,No,Yes,No,NO,Under 2 kilometers,Yes,No,Yes,No,11 to 15 kilometers,No
273,20603121,DIRT ROAD (MAINTAINED),YES,No,Yes,No,No,No,NO,3 to 5 kilometers,Yes,No,Yes,No,16 to 20 kilometers,No
274,20603133,GRADED GRAVELED,YES,No,Yes,No,No,No,NO,Under 2 kilometers,Yes,No,Yes,No,16 to 20 kilometers,No
275,20603189,GRADED GRAVELED,YES,Yes,No,Yes,Yes,No,NO,Under 2 kilometers,Yes,No,Yes,No,6 to 10 kilometers,No
276,20603337,DIRT TRACK,NO,No,Yes,No,Yes,No,NO,Under 2 kilometers,Yes,No,No,No,11 to 15 kilometers,No
277,20603455,GRADED GRAVELED,YES,No,Yes,No,Yes,No,YES,Under 2 kilometers,Yes,No,Yes,No,0 to 5 kilometes,No
278,20603533,DIRT ROAD (MAINTAINED),YES,Yes,No,No,Yes,Yes,YES,Under 2 kilometers,Yes,No,Yes,Yes,,Yes
279,20604071,GRADED GRAVELED,YES,No,Yes,No,No,No,NO,Under 2 kilometers,Yes,No,Yes,No,6 to 10 kilometers,No
280,20604376,TAR/ASPHALT,YES,Yes,Yes,Yes,Yes,Yes,YES,Under 2 kilometers,Yes,Yes,Yes,Yes,,No
281,20604638,DIRT ROAD (MAINTAINED),YES,Yes,Yes,No,No,No,NO,Under 2 kilometers,Yes,No,Yes,No,0 to 5 kilometes,No
282,20605302,DIRT ROAD (MAINTAINED),NO,No,Yes,No,No,No,NO,Under 2 kilometers,Yes,No,Yes,No,6 to 10 kilometers,No
283,20606168,GRADED GRAVELED,YES,Yes,Yes,No,No,No,NO,5 and above kilometers,Yes,No,Yes,No,6 to 10 kilometers,No
284,20606297,DIRT ROAD (MAINTAINED),YES,Yes,Yes,Yes,Yes,Yes,NO,3 to 5 kilometers,Yes,No,Yes,Yes,,No
285,20607260,TAR/ASPHALT,YES,Yes,Yes,Yes,Yes,No,NO,3 to 5 kilometers,Yes,No,No,Yes,,No
286,20607315,GRADED GRAVELED,YES,Yes,No,No,No,No,NO,Under 2 kilometers,Yes,No,Yes,No,6 to 10 kilometers,No
287,20607733,TAR/ASPHALT,YES,No,Yes,No,No,No,YES,3 to 5 kilometers,Yes,No,Yes,No,0 to 5 kilometes,No
288,20608499,DIRT ROAD (MAINTAINED),YES,Yes,Yes,No,Yes,No,NO,Under 2 kilometers,Yes,No,Yes,No,Above 30 kilometers,No
289,20609754,GRADED GRAVELED,YES,No,Yes,No,No,No,NO,Under 2 kilometers,Yes,No,Yes,No,6 to 10 kilometers,No
290,20610050,DIRT ROAD (MAINTAINED),YES,Yes,No,No,Yes,Yes,YES,3 to 5 kilometers,Yes,No,Yes,Yes,,No
291,20610249,DIRT ROAD (MAINTAINED),YES,No,Yes,No,No,No,NO,Under 2 kilometers,Yes,No,Yes,No,11 to 15 kilometers,No
292,20611336,GRADED GRAVELED,NO,Yes,Yes,Yes,No,No,NO,Under 2 kilometers,Yes,No,Yes,No,0 to 5 kilometes,No
293,20612564,DIRT TRACK,YES,No,Yes,No,No,No,YES,Under 2 kilometers,Yes,No,Yes,No,6 to 10 kilometers,No
294,20613324,DIRT ROAD (MAINTAINED),YES,No,No,No,Yes,Yes,YES,Under 2 kilometers,Yes,No,Yes,Yes,,No
295,20614477,TAR/ASPHALT,YES,Yes,Yes,No,No,No,NO,Under 2 kilometers,Yes,No,Yes,No,6 to 10 kilometers,No
296,20614589,DIRT ROAD (MAINTAINED),YES,No,Yes,No,No,No,NO,Under 2 kilometers,Yes,No,Yes,No,6 to 10 kilometers,No
297,20615064,DIRT TRACK,YES,Yes,No,No,Yes,No,NO,Under 2 kilometers,Yes,No,No,Yes,,No
298,20615735,DIRT TRACK,YES,Yes,Yes,No,Yes,Yes,YES,Under 2 kilometers,Yes,No,Yes,Yes,,No
299,20615752,TAR/ASPHALT,YES,No,Yes,No,No,No,YES,3 to 5 kilometers,Yes,No,Yes,No,0 to 5 kilometes,No
300,20701527,DIRT ROAD (MAINTAINED),YES,No,No,No,Yes,No,NO,Under 2 kilometers,Yes,No,Yes,No,6 to 10 kilometers,No
301,20701659,TAR/ASPHALT,YES,Yes,No,No,No,No,NO,,Yes,No,Yes,No,11 to 15 kilometers,No
302,20702011,TAR/ASPHALT,YES,Yes,No,No,Yes,No,YES,5 and above kilometers,Yes,No,Yes,No,0 to 5 kilometes,No
303,20702282,DIRT ROAD (MAINTAINED),YES,No,No,No,No,No,YES,3 to 5 kilometers,Yes,No,Yes,No,6 to 10 kilometers,No
304,20702464,DIRT TRACK,NO,No,No,No,No,No,YES,In the community,Yes,No,Yes,No,6 to 10 kilometers,No
305,20702471,DIRT ROAD (MAINTAINED),YES,No,No,Yes,Yes,No,YES,In the community,Yes,No,Yes,Yes,,No
306,20702542,DIRT ROAD (MAINTAINED),NO,No,No,No,No,No,YES,In the community,Yes,No,Yes,No,6 to 10 kilometers,No
307,20703025,TAR/ASPHALT,YES,Yes,No,No,No,No,NO,Under 2 kilometers,Yes,No,Yes,No,6 to 10 kilometers,No
308,20703083,TAR/ASPHALT,YES,Yes,No,Yes,Yes,Yes,NO,Under 2 kilometers,Yes,No,Yes,No,6 to 10 kilometers,No
309,20703316,DIRT ROAD (MAINTAINED),YES,Yes,No,Yes,Yes,No,NO,5 and above kilometers,Yes,Yes,Yes,Yes,,No
310,20703565,DIRT ROAD (MAINTAINED),NO,No,No,No,Yes,No,NO,3 to 5 kilometers,Yes,No,Yes,No,,No
311,20703595,TAR/ASPHALT,YES,Yes,No,Yes,Yes,Yes,YES,Under 2 kilometers,Yes,No,Yes,Yes,,No
312,20704037,DIRT ROAD (MAINTAINED),NO,No,No,No,No,No,YES,In the community,Yes,No,Yes,No,0 to 5 kilometes,No
313,20704289,DIRT ROAD (MAINTAINED),NO,No,No,No,No,No,YES,5 and above kilometers,Yes,No,Yes,No,6 to 10 kilometers,No
314,20704353,DIRT TRACK,YES,No,No,No,No,No,YES,3 to 5 kilometers,No,No,Yes,No,16 to 20 kilometers,No
315,20704738,DIRT TRACK,YES,No,No,No,No,No,NO,Under 2 kilometers,Yes,No,No,No,11 to 15 kilometers,No
316,20705328,DIRT ROAD (MAINTAINED),NO,No,No,Yes,Yes,No,NO,Under 2 kilometers,Yes,No,Yes,Yes,,No
317,20705372,DIRT TRACK,NO,No,No,No,No,No,NO,Under 2 kilometers,Yes,No,No,No,6 to 10 kilometers,No
318,20705495,DIRT ROAD (MAINTAINED),YES,Yes,No,Yes,Yes,Yes,YES,In the community,Yes,No,Yes,Yes,,No
319,20705652,DIRT ROAD (MAINTAINED),NO,No,No,No,No,No,YES,3 to 5 kilometers,Yes,No,Yes,Yes,,No
320,20705657,GRADED GRAVELED,YES,Yes,No,Yes,Yes,No,YES,In the community,Yes,No,Yes,Yes,,No
321,20706163,DIRT ROAD (MAINTAINED),NO,No,No,Yes,Yes,Yes,YES,3 to 5 kilometers,Yes,No,Yes,Yes,,No
322,20706294,TAR/ASPHALT,YES,Yes,Yes,Yes,Yes,No,YES,3 to 5 kilometers,Yes,Yes,Yes,Yes,,No
323,20720368,DIRT ROAD (MAINTAINED),YES,Yes,No,Yes,No,No,YES,Under 2 kilometers,Yes,No,Yes,No,0 to 5 kilometes,No
324,20801046,GRADED GRAVELED,YES,Yes,No,No,No,No,NO,Under 2 kilometers,Yes,No,Yes,No,6 to 10 kilometers,No
325,20801208,DIRT ROAD (MAINTAINED),NO,Yes,No,No,Yes,Yes,YES,Under 2 kilometers,Yes,No,Yes,Yes,,No
326,20801271,GRADED GRAVELED,NO,No,No,No,Yes,No,NO,Under 2 kilometers,No,No,Yes,Yes,,No
327,20801356,GRADED GRAVELED,NO,No,No,No,No,No,NO,Under 2 kilometers,No,No,Yes,No,6 to 10 kilometers,No
328,20801497,GRADED GRAVELED,YES,Yes,No,No,Yes,No,NO,Under 2 kilometers,Yes,No,No,Yes,,No
329,20802019,DIRT ROAD (MAINTAINED),NO,Yes,No,Yes,Yes,No,YES,Under 2 kilometers,Yes,No,Yes,Yes,,No
330,20802041,DIRT ROAD (MAINTAINED),NO,No,No,No,No,No,NO,Under 2 kilometers,No,No,Yes,No,11 to 15 kilometers,No
331,20802501,DIRT ROAD (MAINTAINED),YES,Yes,No,No,Yes,No,YES,Under 2 kilometers,No,No,Yes,No,6 to 10 kilometers,No
332,20803155,GRADED GRAVELED,YES,No,No,No,No,No,NO,3 to 5 kilometers,No,No,Yes,No,11 to 15 kilometers,No
333,20803156,GRADED GRAVELED,YES,No,No,No,No,No,NO,3 to 5 kilometers,No,No,Yes,No,26 to 30 kilometers,No
334,20803503,GRADED GRAVELED,YES,Yes,No,No,Yes,No,NO,In the community,Yes,No,Yes,No,6 to 10 kilometers,No
335,20803599,GRADED GRAVELED,YES,Yes,No,No,Yes,No,NO,Under 2 kilometers,Yes,No,Yes,No,6 to 10 kilometers,No
336,20803731,TAR/ASPHALT,YES,Yes,Yes,No,No,No,NO,5 and above kilometers,Yes,Yes,No,No,6 to 10 kilometers,No
337,20804405,DIRT ROAD (MAINTAINED),YES,No,No,No,Yes,No,NO,Under 2 kilometers,Yes,No,Yes,Yes,,No
338,20804768,GRADED GRAVELED,YES,Yes,No,Yes,Yes,No,YES,Under 2 kilometers,No,No,Yes,No,0 to 5 kilometes,No
339,20805345,GRADED GRAVELED,NO,No,No,No,No,No,NO,Under 2 kilometers,No,No,Yes,No,0 to 5 kilometes,No
340,20806131,DIRT ROAD (MAINTAINED),NO,Yes,No,No,Yes,No,YES,3 to 5 kilometers,Yes,No,Yes,Yes,,No
341,20806546,GRADED GRAVELED,YES,Yes,No,No,No,No,YES,Under 2 kilometers,No,No,No,No,6 to 10 kilometers,No
342,20806716,GRADED GRAVELED,YES,Yes,No,No,No,No,YES,5 and above kilometers,No,No,Yes,Yes,,No
343,20807711,GRADED GRAVELED,YES,Yes,No,Yes,Yes,No,NO,Under 2 kilometers,Yes,No,Yes,Yes,,No
344,20807727,TAR/ASPHALT,YES,Yes,No,No,Yes,No,NO,Under 2 kilometers,Yes,No,No,No,0 to 5 kilometes,No
345,20807728,GRADED GRAVELED,YES,No,No,No,No,No,NO,Under 2 kilometers,,No,Yes,No,11 to 15 kilometers,No
346,20808421,DIRT ROAD (MAINTAINED),YES,No,No,No,No,No,NO,5 and above kilometers,Yes,No,Yes,Yes,,Yes
347,20820318,GRADED GRAVELED,YES,Yes,No,Yes,Yes,Yes,YES,Under 2 kilometers,Yes,Yes,Yes,Yes,,Yes
348,20901232,GRADED GRAVELED,YES,Yes,No,Yes,Yes,Yes,YES,5 and above kilometers,Yes,No,Yes,Yes,,No
349,20901276,GRADED GRAVELED,YES,Yes,No,Yes,Yes,Yes,YES,Under 2 kilometers,Yes,No,Yes,Yes,,No
350,20902437,DIRT ROAD (MAINTAINED),YES,Yes,No,No,Yes,No,YES,3 to 5 kilometers,Yes,No,Yes,No,0 to 5 kilometes,No
351,20902449,TAR/ASPHALT,YES,Yes,No,No,No,No,YES,5 and above kilometers,Yes,No,Yes,No,0 to 5 kilometes,No
352,20902461,DIRT ROAD (MAINTAINED),YES,Yes,No,No,No,No,NO,Under 2 kilometers,Yes,No,Yes,No,0 to 5 kilometes,No
353,20903543,DIRT ROAD (MAINTAINED),YES,No,No,No,No,No,NO,Under 2 kilometers,Yes,No,Yes,No,0 to 5 kilometes,No
354,20903583,TAR/ASPHALT,YES,Yes,No,Yes,Yes,No,NO,Under 2 kilometers,No,No,Yes,No,0 to 5 kilometes,No
355,20904018,TAR/ASPHALT,YES,Yes,No,Yes,Yes,No,NO,Under 2 kilometers,No,No,Yes,No,6 to 10 kilometers,No
356,20904160,TAR/ASPHALT,YES,Yes,No,No,Yes,Yes,YES,3 to 5 kilometers,Yes,No,No,Yes,,No
357,20904342,TAR/ASPHALT,YES,Yes,No,No,No,No,NO,3 to 5 kilometers,Yes,No,Yes,No,6 to 10 kilometers,No
358,20904602,DIRT ROAD (MAINTAINED),YES,No,No,No,Yes,No,YES,Under 2 kilometers,Yes,No,Yes,Yes,,No
359,20905295,DIRT ROAD (MAINTAINED),YES,No,No,No,No,No,NO,3 to 5 kilometers,Yes,No,Yes,No,6 to 10 kilometers,No
360,20906110,DIRT ROAD (MAINTAINED),YES,Yes,No,Yes,No,No,NO,Under 2 kilometers,Yes,No,Yes,No,0 to 5 kilometes,No
361,20906524,DIRT ROAD (MAINTAINED),YES,No,No,No,No,No,NO,Under 2 kilometers,Yes,No,No,No,0 to 5 kilometes,No
362,20906605,DIRT ROAD (MAINTAINED),YES,Yes,No,No,No,No,NO,Under 2 kilometers,Yes,No,Yes,No,0 to 5 kilometes,No
363,20907238,TAR/ASPHALT,YES,Yes,No,Yes,Yes,Yes,YES,Under 2 kilometers,Yes,No,Yes,Yes,,No
364,20908051,DIRT ROAD (MAINTAINED),YES,No,No,Yes,No,No,NO,5 and above kilometers,Yes,No,Yes,No,11 to 15 kilometers,No
365,20908088,DIRT ROAD (MAINTAINED),YES,Yes,No,Yes,Yes,No,YES,Under 2 kilometers,Yes,No,Yes,Yes,,No
366,20908119,DIRT ROAD (MAINTAINED),YES,Yes,No,Yes,Yes,Yes,NO,Under 2 kilometers,Yes,No,No,Yes,,No
367,20908293,TAR/ASPHALT,YES,Yes,No,Yes,Yes,Yes,YES,Under 2 kilometers,Yes,No,Yes,Yes,,No
368,20908329,DIRT ROAD (MAINTAINED),YES,Yes,No,No,Yes,No,NO,Under 2 kilometers,No,No,Yes,No,11 to 15 kilometers,No
369,20908538,DIRT ROAD (MAINTAINED),YES,Yes,No,Yes,Yes,No,NO,Under 2 kilometers,Yes,No,No,No,0 to 5 kilometes,No
370,20909113,TAR/ASPHALT,YES,Yes,No,Yes,Yes,No,YES,Under 2 kilometers,Yes,No,Yes,No,0 to 5 kilometes,No
371,20920520,TAR/ASPHALT,YES,Yes,No,Yes,Yes,Yes,YES,3 to 5 kilometers,Yes,No,Yes,Yes,,Yes
372,21031643,TAR/ASPHALT,YES,Yes,Yes,Yes,Yes,No,YES,In the community,Yes,Yes,Yes,No,0 to 5 kilometes,No
373,21037030,DIRT ROAD (MAINTAINED),YES,No,Yes,Yes,No,No,YES,Under 2 kilometers,Yes,Yes,Yes,No,0 to 5 kilometes,No
374,21037224,TAR/ASPHALT,YES,Yes,Yes,Yes,Yes,Yes,YES,In the community,Yes,Yes,Yes,Yes,,No
375,21037536,DIRT ROAD (MAINTAINED),YES,Yes,Yes,Yes,No,Yes,YES,Under 2 kilometers,Yes,Yes,Yes,Yes,,No
376,21038392,TAR/ASPHALT,YES,Yes,Yes,Yes,Yes,No,YES,In the community,Yes,Yes,Yes,No,0 to 5 kilometes,No
377,21038763,TAR/ASPHALT,YES,Yes,Yes,Yes,Yes,No,YES,In the community,Yes,Yes,Yes,No,0 to 5 kilometes,Yes
378,21048764,TAR/ASPHALT,YES,Yes,Yes,No,No,No,YES,Under 2 kilometers,Yes,No,Yes,Yes,,No
379,21051203,TAR/ASPHALT,YES,Yes,Yes,Yes,No,No,YES,In the community,Yes,Yes,Yes,No,0 to 5 kilometes,No
380,21051517,TAR/ASPHALT,YES,Yes,Yes,Yes,Yes,No,YES,In the community,Yes,Yes,Yes,No,0 to 5 kilometes,No
381,21052427,GRADED GRAVELED,YES,Yes,Yes,Yes,No,No,YES,Under 2 kilometers,Yes,Yes,Yes,No,0 to 5 kilometes,No
382,21052642,TAR/ASPHALT,YES,Yes,Yes,Yes,Yes,No,YES,In the community,Yes,Yes,Yes,No,0 to 5 kilometes,No
383,21053430,DIRT ROAD (MAINTAINED),YES,No,Yes,Yes,No,No,YES,Under 2 kilometers,Yes,Yes,Yes,No,0 to 5 kilometes,No
384,21053745,DIRT ROAD (MAINTAINED),YES,Yes,Yes,No,No,No,YES,Under 2 kilometers,Yes,Yes,Yes,No,0 to 5 kilometes,No
385,21054673,DIRT ROAD (MAINTAINED),YES,Yes,Yes,Yes,Yes,No,YES,3 to 5 kilometers,No,Yes,Yes,No,11 to 15 kilometers,No
386,21055165,TAR/ASPHALT,YES,Yes,Yes,Yes,Yes,No,YES,In the community,Yes,Yes,Yes,No,0 to 5 kilometes,No
387,21055241,DIRT ROAD (MAINTAINED),YES,No,Yes,No,No,No,YES,Under 2 kilometers,Yes,No,Yes,No,0 to 5 kilometes,No
388,21055693,DIRT ROAD (MAINTAINED),YES,Yes,Yes,Yes,No,No,YES,Under 2 kilometers,Yes,Yes,Yes,No,0 to 5 kilometes,No
389,21056222,DIRT ROAD (MAINTAINED),YES,No,Yes,No,No,No,YES,3 to 5 kilometers,Yes,No,Yes,No,6 to 10 kilometers,No
390,21066096,TAR/ASPHALT,YES,Yes,Yes,Yes,No,No,YES,In the community,Yes,Yes,Yes,No,0 to 5 kilometes,No
391,21066339,DIRT ROAD (MAINTAINED),YES,Yes,Yes,Yes,No,No,YES,Under 2 kilometers,Yes,Yes,Yes,Yes,0 to 5 kilometes,No
392,21066478,DIRT TRACK,NO,No,Yes,Yes,Yes,No,YES,3 to 5 kilometers,Yes,No,Yes,No,0 to 5 kilometes,No
